source,relation,target,speaker,role
significance,explains significance of,asteroid impact,,none
adaptations,advances,paleontology,,none
ceratopsians,informs,Earth's history,,none
ancient world,shapes,ecosystem,,none
scientific discovery,highlights fragility of,fragility of life,,none
ancient world,demonstrates power of,power,,none
asteroid impact,teaches lessons about,lessons,,none
exploration,influences,ecosystem,,none
creativity,provides lessons for,lessons,,none
asteroid impact,leads to scientific discovery of,scientific discovery,,none
scientific discovery,fuels debate on,debate,,none
creativity,inspired,physical features,,none
creativity,informs scientific discovery of,scientific discovery,,none
resilience,stimulates,imagination,,none
climate change,examined in relation to,study,,none
environmental change,resulted in,catastrophic end,,none
fragility of life,highlights,dinosaurs,,none
environmental change,influences,evolutionary traits,,none
processes,explains,catastrophic end,,none
climate change,occurred during,Mesozoic era,,none
dinosaurs,informs about,Earth's history,,none
wonder,evokes,ancient past,,none
study,enhances,understanding,,none
insights,reveals,diversity,,none
Tyrannosaurus rex,is a large,dinosaurs,,none
Brachiosaurus,is a large,dinosaurs,,none
carnivorous dinosaurs,had,razor-sharp teeth,,none
ceratopsians,had,intricate frills,,none
