source,relation,target,speaker,role
pagan festival,contradicts,Christianity,,none
sportsmanship,achieves,achievement,,none
controversy,associated with,propaganda,,none
history,informs,motto,,none
religion,influences,future Olympics,,none
Coubertin,inspired by,achievement,,none
global phenomenon,fosters,unity,,none
ancient Olympics,establishes,tradition,,none
competition,drives,excellence,,none
symbol,advocates for,social change,,none
boycotts,creates,controversy,,none
Athens,hosted by,religious festival,,none
race,sparks,political disputes,,none
Athens,held in,Olympic Games,,none
propaganda,used as,history,,none
celebration,celebrated by,race,,none
sports,includes,future Olympics,,none
values,embodies,unity,,none
Christianity,contradicts,tradition,,none
spirit,influences,religion,,none
global phenomenon,promotes,respect,,none
humanity,upholds,fair play,,none
Theodosius,decreed by,religious festival,,none
nations,inspired by,Coubertin,,none
Coubertin,influenced by,nations,,none
tradition,marked by,1896,,none
history,influences,religion,,none
celebration,embodies,respect,,none
competition,participated in,athletes,,none
nations,used for,propaganda,,none
Theodosius,abolished by,peace,,none
boycotts,affects,traditional events,,none
pagan festival,originated in,ancient Greece,,none
values,promotes,respect,,none
inspiration,drives,evolution,,none
political disputes,affects,global event,,none
events,competes in,city-states,,none
spirit,influences,newer sports,,none
unity,promotes,athlete activism,,none
future Olympics,shapes,cultural significance,,none
fair play,enhances,cultural significance,,none
Citius Altius Fortius,inspired by,evolution,,none
social issues,fosters,unity in diversity,,none
evolution,transformed into,religious festival,,none
growth,increases,athlete representation,,none
historical challenges,faced,Olympic Games,,none
competition,fosters,understanding,,none
popularity,affects,medal stripping,,none
ancient Olympics,promotes,global unity,,none
inspiration,signifies,Games significance,,none
international participation,fosters,unity,,none
history,shaped by,Coubertin,,none
inspiration,motivates,sports,,none
historical challenges,faces,sporting history,,none
Olympic legacy,influences,newer sports,,none
social issues,drives,growth,,none
international cooperation,enhances,nations,,none
modern Olympics,transformed from,religious festival,,none
political disputes,affects,sporting event,,none
unity in diversity,includes,events,,none
Coubertin,inspired by,international cooperation,,none
cultural impact,shapes,motto,,none
popularity,predicts,future Olympics,,none
doping scandals,associated with,propaganda,,none
medal stripping,affected by,values,,none
sporting legacy,promotes,understanding,,none
modern Olympics,includes,Olympic Games,,none
history,inspires,athlete activism,,none
medal stripping,affects,unity in diversity,,none
Games significance,signifies,Olympic Games,,none
modern Olympics,includes,competition,,none
motto,embodies,unity in diversity,,none
Athens,inspired by,motto,,none
sporting legacy,promotes,social change,,none
growth,provides,global platform,,none
1896,featured in,city-states,,none
inspiration,motivates,political affiliation,,none
Olympic Games,includes,sports,,none
doping scandals,contradicts,Olympic spirit,,none
ancient Greece,originated from,tradition,,none
Olympic spirit,promotes,global unity,,none
peace,influences,modern Olympics,,none
values,enhances,athlete representation,,none
celebration,serves as,global platform,,none
Olympic legacy,encourages,athlete activism,,none
traditional events,evolved from,event evolution,,none
popularity,affects,boycotts,,none
modern Olympics,influences,sporting legacy,,none
growth,limits,medal stripping,,none
understanding,promotes,respect,,none
motto,drives,growth,,none
religious festival,is a type of,pagan festival,,none
diversity,shapes,sporting legacy,,none
Olympic Games,is associated with,pagan festival,,none
achievement,represents,fair play,,none
achievement,symbolizes,unity,,none
Olympic spirit,inspires,newer sports,,none
Theodosius,inspired by,motto,,none
global unity,unites,athletes,,none
global platform,supports,newer sports,,none
global phenomenon,results in,expansion,,none
inspiration,drives,excellence,,none
international participation,promotes,respect,,none
international participation,influences,race,,none
international relations,enhances,popularity,,none
symbol,represents,revival,,none
Citius Altius Fortius,drives,expansion,,none
Olympic Games,embodies,excellence,,none
cultural impact,shapes,values,,none
Games significance,embodies,respect,,none
Theodosius,abolished by,1896,,none
Olympic spirit,influences,legacy,,none
religion,opposes,Christianity,,none
sporting legacy,derives from,global event,,none
ancient Olympics,is a type of,religious festival,,none
controversy,caused by,unity,,none
Citius Altius Fortius,represents,spirit,,none
tradition,is honored by,Zeus,,none
social issues,addresses,social change,,none
fair play,motivates,inspiration,,none
Athens,is influenced by,future Olympics,,none
excellence,drives,expansion,,none
international cooperation,fosters,global unity,,none
diversity,enhances,nations,,none
global phenomenon,is characterized by,popularity,,none
competition integrity,supports,sporting legacy,,none
international participation,resulted in,medal stripping,,none
fair play,is part of,celebration,,none
Olympic legacy,influenced by,Olympic Games,,none
international relations,shaped by,event evolution,,none
global unity,promotes,understanding,,none
Olympic legacy,influenced by,competition,,none
sports,includes,events,,none
social issues,highlights,Games significance,,none
medal stripping,related to,advocacy,,none
event evolution,driven by,expansion,,none
achievement,is complemented by,respect,,none
athlete representation,affects,future Olympics,,none
motto,reflects,historical challenges,,none
international participation,a consequence of,competition integrity,,none
international relations,complicated by,political disputes,,none
motto,promotes,understanding,,none
evolution,has evolved from,motto,,none
social issues,influences,sports,,none
Olympic spirit,embodies,sportsmanship,,none
1896,is honored by,Zeus,,none
city-states,influenced by,cultural impact,,none
ancient Olympics,influenced by,Olympic Games,,none
global phenomenon,represents,unity in diversity,,none
fair play,is promoted by,nations,,none
ancient Greece,originated from,global platform,,none
diversity,used for,propaganda,,none
athlete representation,enhanced by,sportsmanship,,none
unity,is represented by,nations,,none
athlete representation,supports,advocacy,,none
Olympic spirit,inspired by,competition,,none
ancient Greece,is located in,city-states,,none
competition,provides,global platform,,none
global unity,characterizes,modern Olympics,,none
growth,drives,inspiration,,none
social issues,affects,political affiliation,,none
traditional events,is a type of,events,,none
Athens,associated with,Citius Altius Fortius,,none
international cooperation,is a goal of,humanity,,none
Zeus,honored by,legacy,,none
medal stripping,highlights,Games significance,,none
symbol,represents,athlete activism,,none
sporting history,part of,Citius Altius Fortius,,none
city-states,associated with,Citius Altius Fortius,,none
global phenomenon,drives,growth,,none
Olympic spirit,embodies,unity,,none
propaganda,is used for,competition,,none
medal stripping,affects,sports,,none
sports,is associated with,motto,,none
competition integrity,involves,nations,,none
evolution,represents,cultural significance,,none
Athens,is hosted by,excellence,,none
diversity,led to,revival,,none
international relations,shapes,future Olympics,,none
sportsmanship,enhances,cultural significance,,none
pagan festival,associated with,global unity,,none
athletes,is represented by,global phenomenon,,none
social issues,addresses,excellence,,none
political affiliation,influences,medal stripping,,none
growth,drives,athletes,,none
sporting legacy,used as,propaganda,,none
religion,is influenced by,competition,,none
international relations,involves,advocacy,,none
Games significance,provides,global platform,,none
pagan festival,is deemed a,motto,,none
international relations,faces,historical challenges,,none
competition integrity,manipulated by,propaganda,,none
values,serves as,inspiration,,none
athletes,is celebrated by,celebration,,none
Zeus,is honored by,city-states,,none
excellence,reflects,event evolution,,none
international relations,promotes,international cooperation,,none
respect,is promoted by,nations,,none
expansion,encounters,historical challenges,,none
diversity,exemplifies,doping scandals,,none
sporting legacy,influenced by,global unity,,none
cultural impact,addresses,social issues,,none
competition,led to,revival,,none
international relations,resulted in,boycotts,,none
modern challenges,requires,respect,,none
cultural impact,shapes,future Olympics,,none
political affiliation,is represented by,athletes,,none
religion,influenced by,sporting legacy,,none
global phenomenon,is a characteristic of,values,,none
social issues,defines,Olympic legacy,,none
boycotts,drives,advocacy,,none
excellence,impacts,medal stripping,,none
excellence,is exemplified by,motto,,none
social issues,serves as,symbol,,none
history,is recorded in,nations,,none
cultural impact,promotes,advocacy,,none
international relations,highlights,Games significance,,none
revival,led to,sporting legacy,,none
diversity,includes,newer sports,,none
achievement,provides,global platform,,none
fair play,is a principle of,international cooperation,,none
international cooperation,is a goal of,unity,,none
cultural impact,promotes,international cooperation,,none
Games significance,results in,expansion,,none
expansion,affects,controversy,,none
tradition,supports,global platform,,none
global phenomenon,is understood through,understanding,,none
values,is upheld by,athletes,,none
traditional events,incompatible with,Christianity,,none
global unity,is a result of,Olympic legacy,,none
growth,fosters,understanding,,none
inspiration,challenges,modern challenges,,none
global phenomenon,promotes,social change,,none
global event,reinforces,global unity,,none
peace,enhances,global unity,,none
ancient Olympics,began in,"Olympia, Greece",,none
ancient Olympics,began in,776 BC,,none
"Olympia, Greece",is in,ancient Greece,,none
ancient Olympics,included,race,,none
ancient Olympics,included,wrestling,,none
ancient Olympics,included,boxing,,none
Pierre de Coubertin,founded,modern Olympics,,none
modern Olympics,founded in,1894,,none
